-22.9101 -43.109176 1.05021559779485 -87.391998
-22.9101 -43.109176 1.05021559779485 -88.9517736286007
-22.910092 -43.109156 1.05087191226659 -90.5611040194715
-22.91009 -43.109128 1.0525706482618 -88.3562422178933
-22.910082 -43.109108 1.0532359971 -87.7873373677881
-22.910073 -43.109088 1.05382195210484 -89.2860717863101
-22.910063 -43.109066 1.05446346665106 -90.5786720866853
-22.910054 -43.109047 1.05499168107187 -91.3251714507593
-22.910045 -43.10903 1.05538904358334 -92.3388666109366
-22.910042 -43.109007 1.05669496687862 -93.6031268744056
-22.910037 -43.108988 1.05756730648119 -89.9289966909177
-22.910027 -43.108967 1.05816456142729 -89.3333612945095
-22.91001 -43.108946 1.05818853181764 -93.1710240029934
-22.909991 -43.108923 1.05819228482828 -93.0296270719041
-22.909973 -43.108898 1.0584250124402 -93.2391943506532
-22.909954 -43.108876 1.05837902531 -89.6644302424977
-22.909942 -43.108858 1.05863806402449 -91.9307126771164
-22.90993 -43.108846 1.05848673747649 -89.4861871543124
-22.909914 -43.108827 1.05849785991773 -91.5571223473584
-22.909884 -43.1088 1.05793527311734 -92.8057054765054
-22.909851 -43.108769 1.0574276096634 -90.6593090337142
-22.909826 -43.10875 1.05674257082475 -88.6812887392128
-22.909801 -43.10873 1.05613847815299 -89.8060016983415
-22.909783 -43.108706 1.05638889356444 -90.3908688033938
-22.909768 -43.108676 1.05731399894327 -89.8404435306602
-22.909752 -43.108649 1.05795669907615 -89.280327515031
-22.909733 -43.108617 1.05872820015522 -89.5244894344016
-22.909706 -43.108585 1.05888115960401 -90.3831359516678
-22.909684 -43.108548 1.0598064489841 -90.1311132226099
-22.909664 -43.108515 1.06061754641743 -91.1707181072171
-22.909636 -43.108479 1.06103670701196 -89.6840307174391
-22.909606 -43.108446 1.06110336600338 -85.3121563134189
-22.909576 -43.108407 1.06163108540003 -88.5962956256888
-22.909546 -43.108374 1.06174214925549 -85.6524772410133
-22.909518 -43.108344 1.06180581875621 -87.4010201759238
-22.90949 -43.10831 1.06218441329999 -88.33589130899
-22.909462 -43.108273 1.06280706342695 -83.5179831128932
-22.909427 -43.108244 1.06232433761883 -76.599998
-22.908213 -43.10532 1.22754202757534 -81.0599818883625
-22.908215 -43.105322 1.22746872393041 -80.0726493829211
-22.908219 -43.105327 1.22723257221239 -80.7291819552958
-22.908218 -43.105328 1.22708962392279 -80.559998
-22.908219 -43.105324 1.22750184249768 -81.175728633054
-22.90822 -43.105317 1.22818336971102 -81.3513190087281
-22.908219 -43.105318 1.22804043660538 -81.9183140995563
-22.90822 -43.105309 1.22890159084192 -83.9131844601245
-22.90822 -43.105309 1.22890159084192 -82.1912675524179
-22.908222 -43.105305 1.2293669999312 -84.3174153306399
-22.908224 -43.105308 1.22920395712577 -81.4376587621648
-22.908246 -43.1053 1.23109291901122 -81.7621111623039
-22.908269 -43.105284 1.23375492295923 -83.0729984331968
-22.908299 -43.105261 1.2374205287388 -80.4710200310754
-22.908334 -43.105232 1.24189427134741 -79.5780485660708
-22.908377 -43.105187 1.24823283103465 -83.6657432575215
-22.908413 -43.105151 1.25339232268306 -81.7611044819082
-22.908462 -43.105109 1.25979399273895 -83.3577141167085
-22.908497 -43.105064 1.26570795747683 -78.5933658064061
-22.908528 -43.105001 1.27301107086074 -81.7086179280076
-22.908569 -43.104963 1.2786284944231 -84.720992589252
-22.908613 -43.104904 1.28628346034076 -86.0483107782303
-22.908645 -43.10485 1.29283935150559 -83.6583198107087
-22.908686 -43.104809 1.29873000830688 -81.2943004006637
-22.908731 -43.104766 1.30502081099769 -79.8635674873308
-22.908772 -43.104723 1.31109523140543 -80.6707145755587
-22.908818 -43.10469 1.31656042811367 -83.0914910881766
-22.908867 -43.104669 1.3211343980049 -78.3755784887313
-22.908931 -43.104679 1.32381588298984 -79.0036828562935
-22.908992 -43.104692 1.32609734462782 -76.7617340096218
-22.90905 -43.1047 1.32867940048935 -78.7270132086052
-22.909114 -43.104708 1.33163208242395 -78.235801035456
-22.909178 -43.104716 1.33461668267484 -74.3589522120208
-22.909253 -43.104714 1.33914470033809 -83.9566734890239
-22.90932 -43.104695 1.34471515757499 -77.1453173030779
-22.909384 -43.104672 1.35047603206568 -80.5932576854611
-22.909457 -43.104648 1.3568746070713 -78.4927998094691
-22.90952 -43.104635 1.36174993979062 -78.0312136305941
-22.909592 -43.104613 1.36796019204875 -84.8918341838069
-22.909664 -43.104598 1.37359235781755 -80.5946199159763
-22.909729 -43.10459 1.37822457637312 -82.8886387695115
-22.909795 -43.104593 1.38200268440606 -82.8889726898469
-22.909845 -43.104608 1.38380133330186 -82.5108068527369
-22.909893 -43.104625 1.38532787575787 -90.0006084879553
-22.90992 -43.104644 1.38539655301607 -83.0696372409772
-22.90992 -43.104641 1.38565059829754 -81.9988057017677
-22.90993 -43.104648 1.38568134791008 -82.6397336872695
-22.909932 -43.104648 1.38580611898909 -79.4501693147445
-22.909956 -43.104667 1.38569961672616 -81.8460656677848
-22.90998 -43.104697 1.38467330369151 -81.4276812901772
-22.910009 -43.104734 1.38338504541445 -84.0109286208671
-22.910038 -43.104772 1.38202958895748 -78.2014539156484
-22.910303 -43.105165 1.36669755351931 -89.792
-22.910641 -43.105626 1.35274979565703 -85.1511312135179
-22.910685 -43.105701 1.34994210822856 -87.0393760128558
-22.910722 -43.105768 1.34731625687 -92.5341352154802
-22.91078 -43.105848 1.34523212205576 -88.4987365026713
-22.910843 -43.105931 1.34335748353513 -88.8838357957272
-22.910906 -43.106022 1.34095695259711 -90.0770912953794
